Price,Close,High,Low,Open,Volume
Ticker,VOD.L,VOD.L,VOD.L,VOD.L,VOD.L
Date,,,,,
2020-01-02,147.2126922607422,148.02942593524745,145.4297966475709,145.67880322609105,36311969
2020-01-03,147.35214233398438,148.12904168000682,146.1071093822617,146.8541291532953,36311232
2020-01-06,146.49554443359375,147.0333919278668,145.18477958735392,146.39593572813538,32678727
2020-01-07,146.0772247314453,148.64697447828706,145.67880508184447,147.11308542409623,46548901
2020-01-08,146.91387939453125,147.03339768723916,144.90190201106844,145.75848523783733,44317571
2020-01-09,151.35617065429688,151.49561373520584,147.1628930385644,148.18879896199937,67901019
2020-01-10,151.0374298095703,153.16892551589788,150.1808465706823,153.16892551589788,68843249
2020-01-13,151.0175323486328,153.16895322596267,149.99162627436277,151.39602728024406,50377328
2020-01-14,155.9179229736328,156.29641776467108,139.44365754768614,151.21669364432546,104456027
2020-01-15,157.33233642578125,157.59129781777756,155.3004340640492,155.9578151339129,163698025
2020-01-16,155.06138610839844,157.87018791403483,154.86218386359573,157.87018791403483,48586172
2020-01-17,153.7665557861328,156.35621522792746,153.7665557861328,156.03749469273015,72595646
2020-01-20,154.38409423828125,155.3004367157877,153.44782697700205,153.6071948508702,81380555
2020-01-21,154.28448486328125,154.9617907252701,153.56535367351964,154.00559868427317,161546021
2020-01-22,152.09320068359375,155.61914201171922,151.81431455797585,155.61914201171922,43265441
2020-01-23,153.58726501464844,154.404013942737,151.47569394890758,152.55140426489533,76292919
2020-01-24,155.8781280517578,156.35621645739124,154.16496146690196,154.30440455180155,64369926
2020-01-27,153.68687438964844,184.31468575719884,152.7904415234116,155.30043227145563,72062800
2020-01-28,156.03749084472656,156.1171747760999,153.80638636074102,154.5235265449451,45580180
2020-01-29,155.0015869140625,157.23269099471221,154.3840555552505,156.83428660802446,52825467
2020-01-30,149.80235290527344,154.1649530635786,148.70673306882776,153.52749682476212,67123618
2020-01-31,148.70669555664062,150.44873810424446,147.04432172040583,149.90192380314835,57412822
2020-02-03,150.22068786621094,151.39599155819323,147.98958357191245,149.563306886888,57491768
2020-02-04,150.63902282714844,153.12509145809958,150.320287116576,152.79042808089164,59997070
2020-02-05,146.3959503173828,155.28050363573206,146.3959503173828,155.28050363573206,110982850
2020-02-06,150.41989135742188,150.79837100478986,146.09812887879647,146.27641843199385,62979111
2020-02-07,152.43186950683594,154.94186022343408,150.9976042955076,151.65497015139115,96489981
2020-02-10,149.40396118164062,152.89005360921226,149.24459330882257,152.73068573639418,65995841
2020-02-11,149.72268676757812,150.977674485008,149.36411667714734,150.45973653257334,104177428
2020-02-12,152.03346252441406,154.90202329598137,149.56332141454004,150.14101852537823,46428587
2020-02-13,151.1569366455078,152.69082556540897,149.90194905498765,150.57923960277986,38589780
2020-02-14,149.44378662109375,151.6748911127615,149.1848252418557,150.93782614363724,38046418
