Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2020-01-02,120.15470123291016,120.16322572386841,118.59623976169809,119.04759596435694,10803700
2020-01-03,118.56910705566406,119.33191199786572,117.48918492522188,117.84915896870261,10386800
2020-01-06,118.47480773925781,118.50909844904623,116.99205495371972,117.04347794032843,10259000
2020-01-07,116.46068572998047,118.15770995639626,116.40926273494908,117.66059920763284,10531300
2020-01-08,117.36917114257812,117.91770478180406,116.22068087889782,116.3063814949207,9695300
2020-01-09,117.79771423339844,118.47480534015864,117.45487253282636,118.32053638345643,9469000
2020-01-10,116.62353515625,117.63488894401156,116.40068473800842,117.60061130632312,10190900
2020-01-13,117.59202575683594,117.59202575683594,116.35782161728606,116.72637486249285,12355200
2020-01-14,118.96334838867188,120.6432269274521,118.01198393321397,118.22625508914527,24906000
2020-01-15,117.18062591552734,118.79194940093744,116.69208133951783,118.14913585023557,16293400
2020-01-16,117.63490295410156,118.19200290990264,117.28349500508106,117.8063173191113,10783800
2020-01-17,118.4490966796875,118.52623115988301,117.69487107654142,117.88341766877247,14697700
2020-01-21,117.28346252441406,118.33768607951721,117.15490505577911,117.58344738866113,8474200
2020-01-22,117.14631652832031,117.76341848486886,116.889201611486,117.62629488858158,7549100
2020-01-23,117.0263442993164,117.19777170926987,115.46645687772657,116.31497547592545,9345700
2020-01-24,114.12080383300781,116.93204014110447,113.4094351575335,116.88061716004101,15166400
2020-01-27,113.16089630126953,113.94084654737891,111.17246652043836,111.65243187863639,12860500
2020-01-28,115.21788024902344,115.68071327180219,113.54656784026359,113.85511882942491,13062800
2020-01-29,115.04647827148438,116.1692571618776,114.5836582771671,115.54358897831399,9326000
2020-01-30,116.46922302246094,116.67492802971307,113.72655498279646,113.72655498279646,9048900
2020-01-31,113.44374084472656,115.5607412759406,112.68093592144413,115.26933559245646,12785200
2020-02-03,114.30937957763672,115.05505214226869,113.70085677860615,113.70085677860615,10021100
2020-02-04,115.95498657226562,117.07777854644993,115.77500610392177,116.17783697050565,9157100
2020-02-05,117.92627716064453,118.04626849188534,116.57208180631287,117.05206020935039,10150700
2020-02-06,117.94342803955078,118.52623936770794,117.51488568246762,118.48339559445952,8992300
2020-02-07,117.56626892089844,117.99481113308137,116.82060965668266,117.18914968168617,6379800
2020-02-10,118.05484008789062,118.14911991907059,117.20632160727087,117.37773591539624,5960700
2020-02-11,118.2776870727539,118.9805027951547,118.08912739494268,118.50052438376967,6578600
2020-02-12,118.2776870727539,119.3833205671247,118.10627275058219,118.7919431173435,7958000
2020-02-13,118.17485046386719,118.56910212831059,116.90635560746753,118.06342526048836,7447500
2020-02-14,117.81486511230469,118.44053326283517,117.36917741969941,118.14054839552746,6627600
2020-02-18,116.25495147705078,118.02912282854783,115.7492747154631,117.7119926420341,8996400
2020-02-19,117.840576171875,118.61194714485939,116.85492095297917,117.3434654931237,7071200
